State,Year,Quarter,District_name,Insurance_count,Insurance_amount
Gujarat,2020,2,Devbhumi Dwarka District,22.0,4707.0
Gujarat,2020,2,Rajkot District,545.0,96057.0
Gujarat,2020,2,Aravallis District,22.0,5393.0
Gujarat,2020,2,Chhotaudepur District,10.0,1839.0
Gujarat,2020,2,Botad District,16.0,3356.0
Gujarat,2020,2,Bharuch District,273.0,54151.0
Gujarat,2020,2,Bhavnagar District,148.0,28854.0
Gujarat,2020,2,Junagadh District,60.0,12872.0
Gujarat,2020,2,Mahesana District,192.0,39039.0
Gujarat,2020,2,The Dangs District,14.0,2757.0
Gujarat,2020,2,Kheda District,91.0,20484.0
Gujarat,2020,2,Surat District,1255.0,220970.0
Gujarat,2020,2,Porbandar District,16.0,3481.0
Gujarat,2020,2,Gandhinagar District,509.0,92680.0
Gujarat,2020,2,Panch Mahals District,52.0,11238.0
Gujarat,2020,2,Narmada District,5.0,1021.0
Gujarat,2020,2,Gir Somnath District,39.0,9252.0
Gujarat,2020,2,Valsad District,348.0,64661.0
Gujarat,2020,2,Mahisagar District,14.0,3529.0
Gujarat,2020,2,Sabar Kantha District,65.0,14618.0
Gujarat,2020,2,Tapi District,29.0,6739.0
Gujarat,2020,2,Vadodara District,580.0,110090.0
Gujarat,2020,2,Banas Kantha District,111.0,24799.0
Gujarat,2020,2,Amreli District,42.0,10331.0
Gujarat,2020,2,Ahmadabad District,2282.0,396800.0
Gujarat,2020,2,Dohad District,37.0,7420.0
Gujarat,2020,2,Navsari District,105.0,21218.0
Gujarat,2020,2,Patan District,73.0,14660.0
Gujarat,2020,2,Kachchh District,320.0,65377.0
Gujarat,2020,2,Surendranagar District,146.0,26184.0
Gujarat,2020,2,Morbi District,39.0,8321.0
Gujarat,2020,3,Anand District,209.0,60630.0
Gujarat,2020,3,Jamnagar District,169.0,53054.0
Gujarat,2020,3,Devbhumi Dwarka District,54.0,16789.0
Gujarat,2020,3,Rajkot District,522.0,136449.0
Gujarat,2020,3,Aravallis District,106.0,31256.0
Gujarat,2020,3,Chhotaudepur District,40.0,19589.0
Gujarat,2020,3,Botad District,55.0,18361.0
Gujarat,2020,3,Bharuch District,614.0,174068.0
Gujarat,2020,3,Bhavnagar District,257.0,62615.0
Gujarat,2020,3,Junagadh District,122.0,46235.0
Gujarat,2020,3,Mahesana District,464.0,115807.0
Gujarat,2020,3,The Dangs District,7.0,3950.0
Gujarat,2020,3,Kheda District,234.0,58841.0
Gujarat,2020,3,Surat District,2206.0,544354.0
Gujarat,2020,3,Porbandar District,33.0,9335.0
Gujarat,2020,3,Gandhinagar District,562.0,162208.0
Gujarat,2020,3,Panch Mahals District,247.0,73504.0
Gujarat,2020,3,Narmada District,48.0,19181.0
Gujarat,2020,3,Gir Somnath District,69.0,15186.0
Gujarat,2020,3,Valsad District,474.0,130312.0
Gujarat,2020,3,Mahisagar District,57.0,13036.0
Gujarat,2020,3,Sabar Kantha District,211.0,54268.0
Gujarat,2020,3,Tapi District,68.0,16240.0
Gujarat,2020,3,Vadodara District,1162.0,360274.0
Gujarat,2020,3,Banas Kantha District,330.0,77539.0
Gujarat,2020,3,Amreli District,151.0,45558.0
Gujarat,2020,3,Ahmadabad District,2682.0,655107.0
Gujarat,2020,3,Dohad District,96.0,25194.0
Gujarat,2020,3,Navsari District,133.0,32840.0
Gujarat,2020,3,Patan District,294.0,64517.0
Gujarat,2020,3,Kachchh District,583.0,164427.0
Gujarat,2020,3,Surendranagar District,118.0,29234.0
Gujarat,2020,3,Morbi District,148.0,45854.0
Gujarat,2020,4,Anand District,209.0,104965.0
Gujarat,2020,4,Jamnagar District,105.0,66383.0
Gujarat,2020,4,Devbhumi Dwarka District,50.0,27492.0
Gujarat,2020,4,Rajkot District,321.0,181318.0
Gujarat,2020,4,Aravallis District,112.0,59674.0
Gujarat,2020,4,Chhotaudepur District,24.0,6945.0
Gujarat,2020,4,Botad District,52.0,27484.0
Gujarat,2020,4,Bharuch District,524.0,356570.0
Gujarat,2020,4,Bhavnagar District,192.0,118250.0
Gujarat,2020,4,Junagadh District,79.0,51256.0
Gujarat,2020,4,Mahesana District,324.0,192309.0
Gujarat,2020,4,The Dangs District,21.0,10412.0
Gujarat,2020,4,Kheda District,191.0,114185.0
Gujarat,2020,4,Surat District,1858.0,1147153.0
Gujarat,2020,4,Porbandar District,43.0,44832.0
Gujarat,2020,4,Gandhinagar District,387.0,237333.0
Gujarat,2020,4,Panch Mahals District,180.0,93519.0
Gujarat,2020,4,Narmada District,29.0,13439.0
Gujarat,2020,4,Gir Somnath District,74.0,24539.0
Gujarat,2020,4,Valsad District,387.0,267121.0
Gujarat,2020,4,Mahisagar District,32.0,15115.0
Gujarat,2020,4,Sabar Kantha District,204.0,134455.0
Gujarat,2020,4,Tapi District,56.0,33815.0
Gujarat,2020,4,Vadodara District,748.0,468371.0
Gujarat,2020,4,Banas Kantha District,321.0,174192.0
Gujarat,2020,4,Amreli District,117.0,77606.0
Gujarat,2020,4,Ahmadabad District,2306.0,1404202.0
Gujarat,2020,4,Dohad District,61.0,31695.0
Gujarat,2020,4,Navsari District,139.0,82688.0
Gujarat,2020,4,Patan District,150.0,76634.0
Gujarat,2020,4,Kachchh District,503.0,291840.0
Gujarat,2020,4,Surendranagar District,79.0,61766.0
Gujarat,2020,4,Morbi District,112.0,57479.0
Gujarat,2021,1,Anand District,262.0,130297.0
Gujarat,2021,1,Jamnagar District,128.0,104112.0
Gujarat,2021,1,Devbhumi Dwarka District,70.0,64828.0
Gujarat,2021,1,Rajkot District,374.0,191505.0
Gujarat,2021,1,Aravallis District,132.0,57750.0
Gujarat,2021,1,Chhotaudepur District,29.0,8801.0
Gujarat,2021,1,Botad District,48.0,47154.0
Gujarat,2021,1,Bharuch District,709.0,381284.0
Gujarat,2021,1,Bhavnagar District,243.0,147699.0
Gujarat,2021,1,Junagadh District,95.0,75867.0
Gujarat,2021,1,Mahesana District,342.0,194492.0
Gujarat,2021,1,The Dangs District,17.0,6417.0
Gujarat,2021,1,Kheda District,187.0,100371.0
Gujarat,2021,1,Surat District,2549.0,1538786.0
Gujarat,2021,1,Porbandar District,45.0,38138.0
Gujarat,2021,1,Gandhinagar District,531.0,341921.0
Gujarat,2021,1,Panch Mahals District,183.0,72752.0
Gujarat,2021,1,Narmada District,39.0,16168.0
Gujarat,2021,1,Gir Somnath District,101.0,45453.0
Gujarat,2021,1,Valsad District,548.0,307917.0
Gujarat,2021,1,Mahisagar District,51.0,22440.0
Gujarat,2021,1,Sabar Kantha District,208.0,80533.0
Gujarat,2021,1,Tapi District,70.0,42028.0
Gujarat,2021,1,Vadodara District,859.0,544564.0
Gujarat,2021,1,Banas Kantha District,446.0,246377.0
Gujarat,2021,1,Amreli District,172.0,74457.0
Gujarat,2021,1,Ahmadabad District,2902.0,1664753.0
Gujarat,2021,1,Dohad District,109.0,89360.0
Gujarat,2021,1,Navsari District,118.0,78281.0
Gujarat,2021,1,Patan District,181.0,102959.0
Gujarat,2021,1,Kachchh District,674.0,340650.0
Gujarat,2021,1,Surendranagar District,99.0,58848.0
Gujarat,2021,1,Morbi District,152.0,71142.0
Gujarat,2021,2,Anand District,271.0,222053.0
Gujarat,2021,2,Jamnagar District,150.0,100740.0
Gujarat,2021,2,Devbhumi Dwarka District,57.0,38080.0
Gujarat,2021,2,Rajkot District,462.0,360621.0
Gujarat,2021,2,Aravallis District,119.0,80568.0
Gujarat,2021,2,Chhotaudepur District,51.0,31348.0
Gujarat,2021,2,Botad District,67.0,27359.0
Gujarat,2021,2,Bharuch District,823.0,593029.0
Gujarat,2021,2,Bhavnagar District,274.0,202446.0
Gujarat,2021,2,Junagadh District,156.0,118345.0
Gujarat,2021,2,Mahesana District,453.0,306266.0
Gujarat,2021,2,The Dangs District,22.0,19066.0
Gujarat,2021,2,Kheda District,244.0,145116.0
Gujarat,2021,2,Surat District,2863.0,1847117.0
Gujarat,2021,2,Porbandar District,49.0,61980.0
Gujarat,2021,2,Gandhinagar District,590.0,519006.0
Gujarat,2021,2,Panch Mahals District,212.0,163468.0
Gujarat,2021,2,Narmada District,46.0,17878.0
Gujarat,2021,2,Gir Somnath District,110.0,50123.0
Gujarat,2021,2,Valsad District,640.0,471194.0
Gujarat,2021,2,Mahisagar District,73.0,47536.0
Gujarat,2021,2,Sabar Kantha District,282.0,157215.0
Gujarat,2021,2,Tapi District,102.0,85437.0
Gujarat,2021,2,Vadodara District,1171.0,874836.0
Gujarat,2021,2,Banas Kantha District,475.0,272134.0
Gujarat,2021,2,Amreli District,254.0,143329.0
Gujarat,2021,2,Ahmadabad District,3074.0,2177028.0
Gujarat,2021,2,Dohad District,126.0,63382.0
Gujarat,2021,2,Navsari District,199.0,160612.0
Gujarat,2021,2,Patan District,227.0,164035.0
Gujarat,2021,2,Kachchh District,730.0,529809.0
Gujarat,2021,2,Surendranagar District,131.0,68373.0
Gujarat,2021,2,Morbi District,173.0,144469.0
Gujarat,2021,3,Anand District,312.0,253672.0
Gujarat,2021,3,Jamnagar District,167.0,144133.0
Gujarat,2021,3,Devbhumi Dwarka District,61.0,66013.0
Gujarat,2021,3,Rajkot District,515.0,389381.0
Gujarat,2021,3,Aravallis District,145.0,98886.0
Gujarat,2021,3,Chhotaudepur District,46.0,29257.0
Gujarat,2021,3,Botad District,67.0,38646.0
Gujarat,2021,3,Bharuch District,751.0,676899.0
Gujarat,2021,3,Bhavnagar District,267.0,211839.0
Gujarat,2021,3,Junagadh District,118.0,91519.0
Gujarat,2021,3,Mahesana District,419.0,348892.0
Gujarat,2021,3,The Dangs District,13.0,16738.0
Gujarat,2021,3,Kheda District,253.0,187117.0
Gujarat,2021,3,Surat District,3409.0,2501335.0
Gujarat,2021,3,Porbandar District,70.0,109615.0
Gujarat,2021,3,Gandhinagar District,586.0,553002.0
Gujarat,2021,3,Panch Mahals District,200.0,165600.0
Gujarat,2021,3,Narmada District,45.0,37310.0
Gujarat,2021,3,Gir Somnath District,99.0,75929.0
Gujarat,2021,3,Valsad District,648.0,601347.0
Gujarat,2021,3,Mahisagar District,61.0,51882.0
Gujarat,2021,3,Sabar Kantha District,212.0,178233.0
Gujarat,2021,3,Tapi District,74.0,96225.0
Gujarat,2021,3,Vadodara District,1071.0,1010170.0
Gujarat,2021,3,Banas Kantha District,567.0,390139.0
Gujarat,2021,3,Amreli District,141.0,112208.0
Gujarat,2021,3,Ahmadabad District,3405.0,2607478.0
Gujarat,2021,3,Dohad District,151.0,144391.0
Gujarat,2021,3,Navsari District,200.0,177626.0
Gujarat,2021,3,Patan District,246.0,222766.0
Gujarat,2021,3,Kachchh District,719.0,583735.0
Gujarat,2021,3,Surendranagar District,129.0,84217.0
Gujarat,2021,3,Morbi District,181.0,85703.0
Gujarat,2021,4,Anand District,361.0,415798.0
Gujarat,2021,4,Jamnagar District,236.0,326799.0
Gujarat,2021,4,Devbhumi Dwarka District,83.0,110975.0
Gujarat,2021,4,Rajkot District,698.0,782642.0
Gujarat,2021,4,Aravallis District,113.0,167858.0
Gujarat,2021,4,Chhotaudepur District,50.0,78840.0
Gujarat,2021,4,Botad District,48.0,75827.0
Gujarat,2021,4,Bharuch District,982.0,1253200.0
Gujarat,2021,4,Bhavnagar District,441.0,555221.0
Gujarat,2021,4,Junagadh District,152.0,261608.0
Gujarat,2021,4,Mahesana District,483.0,611027.0
Gujarat,2021,4,The Dangs District,21.0,30145.0
Gujarat,2021,4,Kheda District,314.0,397315.0
Gujarat,2021,4,Surat District,3232.0,4111750.0
Gujarat,2021,4,Porbandar District,106.0,136394.0
Gujarat,2021,4,Gandhinagar District,801.0,1076996.0
Gujarat,2021,4,Panch Mahals District,318.0,386340.0
Gujarat,2021,4,Narmada District,59.0,88598.0
Gujarat,2021,4,Gir Somnath District,148.0,194109.0
Gujarat,2021,4,Valsad District,1030.0,1250430.0
Gujarat,2021,4,Mahisagar District,76.0,84831.0
Gujarat,2021,4,Sabar Kantha District,274.0,314168.0
Gujarat,2021,4,Tapi District,91.0,214264.0
Gujarat,2021,4,Vadodara District,1531.0,1938084.0
Gujarat,2021,4,Banas Kantha District,555.0,642556.0
Gujarat,2021,4,Amreli District,147.0,180814.0
Gujarat,2021,4,Ahmadabad District,4857.0,5269395.0
Gujarat,2021,4,Dohad District,140.0,152375.0
Gujarat,2021,4,Navsari District,271.0,354724.0
Gujarat,2021,4,Patan District,245.0,261065.0
Gujarat,2021,4,Kachchh District,937.0,1187041.0
Gujarat,2021,4,Surendranagar District,152.0,156574.0
Gujarat,2021,4,Morbi District,190.0,215158.0
Gujarat,2022,1,Anand District,299.0,540613.0
Gujarat,2022,1,Jamnagar District,269.0,351909.0
Gujarat,2022,1,Devbhumi Dwarka District,98.0,158450.0
Gujarat,2022,1,Rajkot District,840.0,1218172.0
Gujarat,2022,1,Aravallis District,132.0,232418.0
Gujarat,2022,1,Chhotaudepur District,56.0,106341.0
Gujarat,2022,1,Botad District,64.0,99208.0
Gujarat,2022,1,Bharuch District,934.0,1363523.0
Gujarat,2022,1,Bhavnagar District,494.0,599549.0
Gujarat,2022,1,Junagadh District,181.0,302292.0
Gujarat,2022,1,Mahesana District,439.0,662382.0
Gujarat,2022,1,The Dangs District,30.0,49986.0
Gujarat,2022,1,Kheda District,255.0,429033.0
Gujarat,2022,1,Surat District,4674.0,5433634.0
Gujarat,2022,1,Porbandar District,141.0,211293.0
Gujarat,2022,1,Gandhinagar District,914.0,1703161.0
Gujarat,2022,1,Panch Mahals District,287.0,295279.0
Gujarat,2022,1,Narmada District,64.0,145553.0
Gujarat,2022,1,Gir Somnath District,113.0,182757.0
Gujarat,2022,1,Valsad District,1138.0,1398820.0
Gujarat,2022,1,Mahisagar District,84.0,169559.0
Gujarat,2022,1,Sabar Kantha District,257.0,478193.0
Gujarat,2022,1,Tapi District,100.0,231599.0
Gujarat,2022,1,Vadodara District,1414.0,2085056.0
Gujarat,2022,1,Banas Kantha District,485.0,634204.0
Gujarat,2022,1,Amreli District,131.0,191137.0
Gujarat,2022,1,Ahmadabad District,6393.0,7847666.0
Gujarat,2022,1,Dohad District,133.0,211855.0
Gujarat,2022,1,Navsari District,280.0,481638.0
Gujarat,2022,1,Patan District,224.0,306263.0
Gujarat,2022,1,Kachchh District,923.0,1288962.0
Gujarat,2022,1,Surendranagar District,168.0,209825.0
Gujarat,2022,1,Morbi District,207.0,333103.0
Gujarat,2022,2,Anand District,358.0,546286.0
Gujarat,2022,2,Jamnagar District,450.0,611771.0
Gujarat,2022,2,Devbhumi Dwarka District,132.0,176830.0
Gujarat,2022,2,Rajkot District,879.0,1248141.0
Gujarat,2022,2,Aravallis District,135.0,230921.0
Gujarat,2022,2,Chhotaudepur District,56.0,68263.0
Gujarat,2022,2,Botad District,76.0,104941.0
Gujarat,2022,2,Bharuch District,848.0,1226599.0
Gujarat,2022,2,Bhavnagar District,601.0,696335.0
Gujarat,2022,2,Junagadh District,240.0,365897.0
Gujarat,2022,2,Mahesana District,545.0,823387.0
Gujarat,2022,2,The Dangs District,20.0,23712.0
Gujarat,2022,2,Kheda District,296.0,384083.0
Gujarat,2022,2,Surat District,6127.0,6420167.0
Gujarat,2022,2,Porbandar District,140.0,200202.0
Gujarat,2022,2,Gandhinagar District,985.0,1513678.0
Gujarat,2022,2,Panch Mahals District,357.0,352238.0
Gujarat,2022,2,Narmada District,51.0,106890.0
Gujarat,2022,2,Gir Somnath District,125.0,213967.0
Gujarat,2022,2,Valsad District,1079.0,1455802.0
Gujarat,2022,2,Mahisagar District,86.0,107730.0
Gujarat,2022,2,Sabar Kantha District,227.0,378335.0
Gujarat,2022,2,Tapi District,118.0,245318.0
Gujarat,2022,2,Vadodara District,1538.0,2192046.0
Gujarat,2022,2,Banas Kantha District,597.0,724979.0
Gujarat,2022,2,Amreli District,170.0,191259.0
Gujarat,2022,2,Ahmadabad District,6962.0,8565312.0
Gujarat,2022,2,Dohad District,156.0,172030.0
Gujarat,2022,2,Navsari District,319.0,499586.0
Gujarat,2022,2,Patan District,205.0,251468.0
Gujarat,2022,2,Kachchh District,1071.0,1371510.0
Gujarat,2022,2,Surendranagar District,176.0,222858.0
Gujarat,2022,2,Morbi District,256.0,398424.0
Gujarat,2022,3,Anand District,391.0,585701.0
Gujarat,2022,3,Jamnagar District,473.0,638239.0
Gujarat,2022,3,Devbhumi Dwarka District,149.0,270002.0
Gujarat,2022,3,Rajkot District,1093.0,1436547.0
Gujarat,2022,3,Aravallis District,214.0,277069.0
Gujarat,2022,3,Chhotaudepur District,60.0,69347.0
Gujarat,2022,3,Botad District,82.0,114553.0
Gujarat,2022,3,Bharuch District,1082.0,1429310.0
Gujarat,2022,3,Bhavnagar District,696.0,791631.0
Gujarat,2022,3,Junagadh District,273.0,426086.0
Gujarat,2022,3,Mahesana District,626.0,878635.0
Gujarat,2022,3,The Dangs District,20.0,47702.0
Gujarat,2022,3,Kheda District,372.0,482085.0
Gujarat,2022,3,Surat District,7447.0,7491198.0
Gujarat,2022,3,Porbandar District,200.0,344387.0
Gujarat,2022,3,Gandhinagar District,1356.0,1828271.0
Gujarat,2022,3,Panch Mahals District,294.0,319199.0
Gujarat,2022,3,Narmada District,88.0,132636.0
Gujarat,2022,3,Gir Somnath District,166.0,223630.0
Gujarat,2022,3,Valsad District,1327.0,1699968.0
Gujarat,2022,3,Mahisagar District,101.0,120980.0
Gujarat,2022,3,Sabar Kantha District,333.0,445646.0
Gujarat,2022,3,Tapi District,136.0,288593.0
Gujarat,2022,3,Vadodara District,1983.0,2630678.0
Gujarat,2022,3,Banas Kantha District,735.0,893785.0
Gujarat,2022,3,Amreli District,207.0,276929.0
Gujarat,2022,3,Ahmadabad District,8499.0,9788819.0
Gujarat,2022,3,Dohad District,202.0,262749.0
Gujarat,2022,3,Navsari District,322.0,485373.0
Gujarat,2022,3,Patan District,321.0,428067.0
Gujarat,2022,3,Kachchh District,1501.0,1786596.0
Gujarat,2022,3,Surendranagar District,277.0,356327.0
Gujarat,2022,3,Morbi District,276.0,306489.0
Gujarat,2022,4,Anand District,584.0,941848.0
Gujarat,2022,4,Jamnagar District,627.0,858011.0
Gujarat,2022,4,Devbhumi Dwarka District,166.0,329270.0
Gujarat,2022,4,Rajkot District,1428.0,2034588.0
Gujarat,2022,4,Aravallis District,234.0,433584.0
Gujarat,2022,4,Chhotaudepur District,77.0,121159.0
Gujarat,2022,4,Botad District,116.0,181421.0
Gujarat,2022,4,Bharuch District,1522.0,2134893.0
Gujarat,2022,4,Bhavnagar District,689.0,972237.0
Gujarat,2022,4,Junagadh District,351.0,661766.0
Gujarat,2022,4,Mahesana District,837.0,1221962.0
Gujarat,2022,4,The Dangs District,33.0,61664.0
Gujarat,2022,4,Kheda District,498.0,732511.0
Gujarat,2022,4,Surat District,7288.0,8864843.0
Gujarat,2022,4,Porbandar District,223.0,310088.0
Gujarat,2022,4,Gandhinagar District,1681.0,2507697.0
Gujarat,2022,4,Panch Mahals District,456.0,778503.0
Gujarat,2022,4,Narmada District,93.0,157202.0
Gujarat,2022,4,Gir Somnath District,204.0,395364.0
Gujarat,2022,4,Valsad District,1666.0,2409645.0
Gujarat,2022,4,Mahisagar District,146.0,296545.0
Gujarat,2022,4,Sabar Kantha District,427.0,611465.0
Gujarat,2022,4,Tapi District,196.0,406033.0
Gujarat,2022,4,Vadodara District,2574.0,3669216.0
Gujarat,2022,4,Banas Kantha District,806.0,1117875.0
Gujarat,2022,4,Amreli District,278.0,497418.0
Gujarat,2022,4,Ahmadabad District,9650.0,12572383.0
Gujarat,2022,4,Dohad District,281.0,449458.0
Gujarat,2022,4,Navsari District,514.0,1000148.0
Gujarat,2022,4,Patan District,366.0,550900.0
Gujarat,2022,4,Kachchh District,1696.0,2267368.0
Gujarat,2022,4,Surendranagar District,326.0,525176.0
Gujarat,2022,4,Morbi District,385.0,557084.0
Gujarat,2023,1,Anand District,431.0,752250.0
Gujarat,2023,1,Jamnagar District,499.0,797706.0
Gujarat,2023,1,Devbhumi Dwarka District,93.0,214168.0
Gujarat,2023,1,Rajkot District,1601.0,2385641.0
Gujarat,2023,1,Aravallis District,203.0,388648.0
Gujarat,2023,1,Chhotaudepur District,44.0,165912.0
Gujarat,2023,1,Botad District,95.0,174788.0
Gujarat,2023,1,Bharuch District,1216.0,1826288.0
Gujarat,2023,1,Bhavnagar District,657.0,955529.0
Gujarat,2023,1,Junagadh District,291.0,631159.0
Gujarat,2023,1,Mahesana District,622.0,1242341.0
Gujarat,2023,1,The Dangs District,37.0,93504.0
Gujarat,2023,1,Kheda District,413.0,617685.0
Gujarat,2023,1,Surat District,8426.0,9641022.0
Gujarat,2023,1,Porbandar District,208.0,306923.0
Gujarat,2023,1,Gandhinagar District,1288.0,2310699.0
Gujarat,2023,1,Panch Mahals District,339.0,554587.0
Gujarat,2023,1,Narmada District,73.0,141909.0
Gujarat,2023,1,Gir Somnath District,143.0,249736.0
Gujarat,2023,1,Valsad District,1434.0,2301774.0
Gujarat,2023,1,Mahisagar District,80.0,159032.0
Gujarat,2023,1,Sabar Kantha District,277.0,459798.0
Gujarat,2023,1,Tapi District,150.0,339021.0
Gujarat,2023,1,Vadodara District,1954.0,3124485.0
Gujarat,2023,1,Banas Kantha District,608.0,1111894.0
Gujarat,2023,1,Amreli District,130.0,240548.0
Gujarat,2023,1,Ahmadabad District,8530.0,11389837.0
Gujarat,2023,1,Dohad District,213.0,354806.0
Gujarat,2023,1,Navsari District,365.0,694293.0
Gujarat,2023,1,Patan District,243.0,354916.0
Gujarat,2023,1,Kachchh District,1315.0,1898195.0
Gujarat,2023,1,Surendranagar District,292.0,482354.0
Gujarat,2023,1,Morbi District,330.0,576246.0
Gujarat,2023,2,Anand District,461.0,903873.0
Gujarat,2023,2,Jamnagar District,568.0,839559.0
Gujarat,2023,2,Devbhumi Dwarka District,117.0,193968.0
Gujarat,2023,2,Rajkot District,1718.0,2477120.0
